INFO: ChannelWidth 160, Arch_filename "/home/alex/Documents/EPFL/PARSA/VTR8_S/vtr_flow/arch/timing/k6_frac_N10_frac_chain_mem32K_40nm.xml"
INFO: Total: SegmentTypes 1, Channels 2, Delta_xs 30, Delta_ys 30

SegTypeId 0 (unnamed_segment_0, length 4) Chan 0
12, 16 : 8.88523e-10, 8.79883e-10
12, 17 : 9.14423e-10, 8.79883e-10
12, 18 : 9.9895e-10, 1.02095e-09
12, 19 : 1.03999e-09, 1.05621e-09
12, 20 : 1.03888e-09, 1.02095e-09
12, 21 : 1.05106e-09, 1.02095e-09
12, 22 : 1.12635e-09, 1.16201e-09
12, 23 : 1.17773e-09, 1.19728e-09
12, 24 : 1.17773e-09, 1.16201e-09
12, 25 : 1.19212e-09, 1.16201e-09
12, 26 : 1.27444e-09, 1.30307e-09
12, 27 : 1.31658e-09, 1.30307e-09
12, 28 : 1.30618e-09, 1.30307e-09
12, 29 : 1.54378e-09, 1.62047e-09
13, 0 : 5.62092e-10, 5.97756e-10
13, 1 : 5.80781e-10, 6.33022e-10
13, 2 : 5.80781e-10, 6.33022e-10
13, 3 : 5.80781e-10, 6.33022e-10
13, 4 : 6.06173e-10, 5.97756e-10
13, 5 : 6.10527e-10, 5.97756e-10
13, 6 : 6.04034e-10, 5.97756e-10
13, 7 : 7.22357e-10, 7.74086e-10
13, 8 : 7.25017e-10, 7.3882e-10
13, 9 : 7.45097e-10, 7.3882e-10
13, 10 : 7.51739e-10, 7.3882e-10
13, 11 : 8.59142e-10, 9.15149e-10
13, 12 : 8.67187e-10, 8.79883e-10
13, 13 : 8.88375e-10, 8.79883e-10
13, 14 : 8.99444e-10, 8.79883e-10
13, 15 : 9.86167e-10, 1.05621e-09
13, 16 : 9.96295e-10, 1.02095e-09
13, 17 : 1.03143e-09, 1.02095e-09
13, 18 : 1.04124e-09, 1.02095e-09
13, 19 : 1.13669e-09, 1.19728e-09
13, 20 : 1.14821e-09, 1.16201e-09
13, 21 : 1.16497e-09, 1.19728e-09
13, 22 : 1.18563e-09, 1.16201e-09
13, 23 : 1.27348e-09, 1.33834e-09
13, 24 : 1.28816e-09, 1.30307e-09
13, 25 : 1.30943e-09, 1.30307e-09
13, 26 : 1.32558e-09, 1.30307e-09
13, 27 : 1.41137e-09, 1.4794e-09
13, 28 : 1.42163e-09, 1.44414e-09
13, 29 : 1.54815e-09, 1.62047e-09
14, 0 : 5.80781e-10, 5.97756e-10
14, 1 : 6.01894e-10, 6.33022e-10
14, 2 : 6.01894e-10, 6.33022e-10
14, 3 : 6.06248e-10, 6.33022e-10
14, 4 : 6.27869e-10, 5.97756e-10
14, 5 : 6.27869e-10, 5.97756e-10
14, 6 : 6.27869e-10, 5.97756e-10
14, 7 : 7.48418e-10, 7.74086e-10
14, 8 : 7.65611e-10, 7.74086e-10
14, 9 : 7.65611e-10, 7.3882e-10
14, 10 : 7.72253e-10, 7.3882e-10
14, 11 : 8.89481e-10, 9.15149e-10
14, 12 : 9.03354e-10, 9.15149e-10
14, 13 : 9.06675e-10, 8.79883e-10
14, 14 : 9.13316e-10, 8.79883e-10
14, 15 : 1.03054e-09, 1.05621e-09
14, 16 : 1.01032e-09, 1.02095e-09
14, 17 : 1.04774e-09, 1.02095e-09
14, 18 : 1.05217e-09, 1.02095e-09
14, 19 : 1.17161e-09, 1.19728e-09
14, 20 : 1.17884e-09, 1.19728e-09
14, 21 : 1.18327e-09, 1.16201e-09
14, 22 : 1.19323e-09, 1.16201e-09
14, 23 : 1.31252e-09, 1.33834e-09
14, 24 : 1.3199e-09, 1.30307e-09
14, 25 : 1.32765e-09, 1.30307e-09
14, 26 : 1.33097e-09, 1.30307e-09
14, 27 : 1.45322e-09, 1.44414e-09
14, 28 : 1.42384e-09, 1.44414e-09
14, 29 : 1.58255e-09, 1.5852e-09
15, 0 : 6.01894e-10, 5.97756e-10
15, 1 : 6.25655e-10, 6.33022e-10
15, 2 : 6.25655e-10, 6.33022e-10
15, 3 : 6.25655e-10, 5.97756e-10
15, 4 : 6.25655e-10, 5.97756e-10
15, 5 : 6.30082e-10, 5.97756e-10
15, 6 : 6.3451e-10, 5.97756e-10
15, 7 : 7.64504e-10, 7.3882e-10
15, 8 : 7.65611e-10, 7.3882e-10
15, 9 : 7.64504e-10, 7.3882e-10
15, 10 : 7.7336e-10, 7.3882e-10
15, 11 : 9.03354e-10, 9.15149e-10
15, 12 : 9.05568e-10, 8.79883e-10
15, 13 : 9.06675e-10, 8.79883e-10
15, 14 : 9.14423e-10, 8.79883e-10
15, 15 : 1.03888e-09, 1.02095e-09
15, 16 : 1.01032e-09, 1.02095e-09
15, 17 : 1.04774e-09, 1.02095e-09
15, 18 : 1.05438e-09, 1.02095e-09
15, 19 : 1.17995e-09, 1.19728e-09
15, 20 : 1.18105e-09, 1.16201e-09
15, 21 : 1.18437e-09, 1.16201e-09
15, 22 : 1.19323e-09, 1.16201e-09
15, 23 : 1.31769e-09, 1.30307e-09
15, 24 : 1.3199e-09, 1.30307e-09
15, 25 : 1.32544e-09, 1.30307e-09
15, 26 : 1.33651e-09, 1.30307e-09
